C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000367165735884817,0.0004079619287609078,0.0004487581216369985,0.0004895543145130892,0.0005303505073891801,0.0005711467002652709,0.0006119428931413616,0.0006527390860174523,0.0006935352788935431,0.000734331471769634
0.001057748173873324,0.0011752757487481379,0.0012928033236229513,0.0014103308984977653,0.0015278584733725794,0.001645386048247393,0.001762913623122207,0.0018804411979970205,0.0019979687728718344,0.002115496347746648
0.0017850925506506109,0.0019834361673895682,0.0021817797841285243,0.0023801234008674816,0.0025784670176064385,0.002776810634345395,0.0029751542510843523,0.003173497867823309,0.0033718414845622653,0.0035701851013012218
0.002540695192401459,0.0028229946582238436,0.0031052941240462275,0.0033875935898686122,0.0036698930556909965,0.00395219252151338,0.004234491987335766,0.00451679145315815,0.004799090918980534,0.005081390384802918
0.003372699292121713,0.0037474436579130153,0.004122188023704316,0.0044969323894956175,0.004871676755286919,0.00524642112107822,0.005621165486869524,0.005995909852660824,0.006370654218452125,0.006745398584243426
0.004314757326993508,0.004794174807770566,0.00527359228854762,0.005753009769324677,0.006232427250101734,0.00671184473087879,0.007191262211655849,0.007670679692432903,0.008150097173209959,0.008629514653987015
0.005275589709379298,0.005861766343754777,0.006447942978130253,0.00703411961250573,0.007620296246881209,0.008206472881256687,0.008792649515632167,0.009378826150007643,0.00996500278438312,0.010551179418758596
0.0062996651233976336,0.006999627914886262,0.007699590706374886,0.008399553497863511,0.00909951628935214,0.009799479080840764,0.010499441872329394,0.011199404663818018,0.011899367455306644,0.012599330246795267
0.007293271319839452,0.008103634799821615,0.008913998279803775,0.009724361759785935,0.0105347252397681,0.011345088719750259,0.012155452199732426,0.012965815679714584,0.013776179159696747,0.014586542639678905
0.008313391779078994,0.009237101976754439,0.01016081217442988,0.011084522372105322,0.01200823256978077,0.012931942767456213,0.013855652965131662,0.014779363162807101,0.015703073360482548,0.016626783558157988
0.009311936964855052,0.010346596627616726,0.011381256290378394,0.012415915953140065,0.013450575615901744,0.014485235278663416,0.015519894941425092,0.01655455460418676,0.017589214266948438,0.018623873929710103
0.010688789395516112,0.011876432661684571,0.013064075927853025,0.01425171919402148,0.015439362460189943,0.0166270057263584,0.017814648992526858,0.019002292258695312,0.020189935524863777,0.021377578791032224
0.01234503237755798,0.013716702641731093,0.015088372905904196,0.016460043170077304,0.01783171343425042,0.019203383698423532,0.020575053962596637,0.021946724226769743,0.023318394490942862,0.02469006475511596
0.014082099653249042,0.01564677739249894,0.017211455131748828,0.01877613287099872,0.02034081061024862,0.021905488349498518,0.023470166088748405,0.025034843827998296,0.0265995215672482,0.028164199306498085
0.015908201464239425,0.01767577940471048,0.019443357345181517,0.02121093528565256,0.02297851322612362,0.02474609116659467,0.02651366910706571,0.028281247047536755,0.030048824988007816,0.03181640292847885
0.01791757469136531,0.019908416323739242,0.021899257956113156,0.023890099588487073,0.025880941220861008,0.027871782853234935,0.029862624485608853,0.03185346611798278,0.03384430775035671,0.03583514938273062
0.020251406045788106,0.0225015622730979,0.024751718500407683,0.027001874727717465,0.029252030955027267,0.031502187182337056,0.03375234340964684,0.036002499636956634,0.03825265586426643,0.04050281209157621
0.02274255989561887,0.025269510995132083,0.027796462094645282,0.03032341319415848,0.0328503642936717,0.035377315393184915,0.03790426649269811,0.04043121759221132,0.04295816869172454,0.04548511979123774
0.02544498143564065,0.028272201595156282,0.0310994217546719,0.03392664191418752,0.03675386207370315,0.039581082233218795,0.0424083023927344,0.04523552255225004,0.04806274271176567,0.0508899628712813
0.028175379533913428,0.03130597725990381,0.03443657498589418,0.037567172711884554,0.040697770437874946,0.04382836816386534,0.0469589658898557,0.050089563615846086,0.05322016134183648,0.056350759067826856
0.030877378761160038,0.034308198623511164,0.03773901848586226,0.04116983834821337,0.0446006582105645,0.04803147807291563,0.05146229793526672,0.054893117797617845,0.05832393765996897,0.061754757522320076
0.03357480649962228,0.03730534055513588,0.04103587461064945,0.04476640866616303,0.04849694272167663,0.05222747677719023,0.0559580108327038,0.0596885448882174,0.06341907894373099,0.06714961299924456
0.03627182680137547,0.0403020297793061,0.04433223275723669,0.0483624357351673,0.05239263871309791,0.05642284169102854,0.06045304466895913,0.06448324764688976,0.06851345062482037,0.07254365360275095
0.039016543738757646,0.043351715265286285,0.04768688679181489,0.05202205831834352,0.05635722984487215,0.060692401371400806,0.0650275728979294,0.06936274442445806,0.07369791595098668,0.07803308747751529
0.041757822710358945,0.046397580789287726,0.05103733886821647,0.05567709694714525,0.06031685502607403,0.06495661310500282,0.06959637118393157,0.07423612926286037,0.07887588734178913,0.08351564542071789
0.04448111093983316,0.04942345659981463,0.054365802259796064,0.05930814791977754,0.064250493579759,0.0691928392397405,0.07413518489972191,0.07907753055970342,0.08401987621968486,0.08896222187966632
0.04720760141291408,0.052452890458793436,0.05769817950467275,0.0629434685505521,0.06818875759643143,0.07343404664231082,0.07867933568819012,0.0839246247340695,0.08916991377994882,0.09441520282582816
0.05006406500400447,0.055626738893338315,0.06118941278267211,0.06675208667200595,0.07231476056133977,0.07787743445067365,0.08344010834000744,0.0890027822293413,0.0945654561186751,0.10012813000800894
0.052786394082491556,0.0586515489805462,0.06451670387860078,0.07038185877665541,0.07624701367471001,0.08211216857276467,0.08797732347081925,0.0938424783688739,0.0997076332669285,0.10557278816498311
0.055359673168481276,0.061510747964979226,0.06766182276147711,0.07381289755797504,0.07996397235447295,0.0861150471509709,0.0922661219474688,0.09841719674396673,0.10456827154046465,0.11071934633696255
0.057787438439686756,0.06420826493298532,0.0706290914262838,0.07704991791958234,0.08347074441288085,0.08989157090617941,0.09631239739947793,0.10273322389277646,0.109154050386075,0.11557487687937351
0.06012128272406165,0.06680142524895741,0.07348156777385312,0.08016171029874886,0.08684185282364458,0.09352199534854035,0.10020213787343608,0.10688228039833184,0.11356242292322756,0.1202425654481233
0.06237429470556486,0.06930477189507209,0.07623524908457928,0.08316572627408648,0.09009620346359368,0.09702668065310091,0.10395715784260812,0.11088763503211534,0.11781811222162253,0.12474858941112972
0.06452302621394271,0.07169225134882524,0.07886147648370775,0.08603070161859028,0.09319992675347279,0.10036915188835534,0.10753837702323785,0.1147076021581204,0.12187682729300289,0.12904605242788542
0.06665107799118704,0.07405675332354117,0.08146242865589526,0.08886810398824938,0.09627377932060348,0.10367945465295762,0.11108512998531173,0.11849080531766587,0.12589648065001996,0.13330215598237408
0.06901999539925817,0.07668888377695354,0.08435777215464886,0.0920266605323442,0.09969554891003955,0.10736443728773493,0.11503332566543027,0.12270221404312566,0.13037110242082098,0.13803999079851634
0.07182095666665635,0.07980106296295152,0.08778116925924663,0.09576127555554177,0.10374138185183691,0.11172148814813208,0.11970159444442723,0.12768170074072244,0.13566180703701752,0.1436419133333127
0.07455597863128349,0.08283997625698167,0.0911239738826798,0.09940797150837796,0.10769196913407611,0.1159759667597743,0.12425996438547246,0.1325439620111707,0.14082795963686878,0.14911195726256699
0.07765459045726528,0.08628287828585032,0.09491116611443533,0.10353945394302033,0.11216774177160535,0.12079602960019041,0.12942431742877544,0.13805260525736054,0.14668089308594548,0.15530918091453055
0.08124135371734789,0.09026817079705324,0.09929498787675853,0.10832180495646382,0.11734862203616914,0.12637543911587448,0.1354022561955798,0.1444290732752852,0.15345589035499044,0.16248270743469578
0.08485237656800419,0.09428041840889358,0.1037084602497829,0.11313650209067223,0.12256454393156158,0.13199258577245096,0.1414206276133403,0.15084866945422976,0.16027671129511903,0.16970475313600838
0.08831264056021634,0.09812515617801819,0.10793767179581999,0.11775018741362177,0.12756270303142359,0.13737521864922544,0.14718773426702722,0.15700024988482916,0.16681276550263088,0.1766252811204327
0.09160130015381891,0.10177922239313214,0.11195714463244535,0.12213506687175851,0.13231298911107175,0.142490911350385,0.15266883358969816,0.1628467558290115,0.1730246780683246,0.18320260030763783
0.094788808804345,0.10532089867149445,0.1158529885386439,0.1263850784057933,0.13691716827294276,0.14744925814009222,0.15798134800724162,0.16851343787439121,0.17904552774154053,0.18957761760869
0.0977661140148417,0.10862901557204635,0.11949191712925097,0.13035481868645557,0.14121772024366022,0.15208062180086485,0.16294352335806947,0.17380642491527423,0.18466932647247875,0.1955322280296834
0.10072405204015356,0.11191561337794842,0.12310717471574324,0.13429873605353804,0.1454902973913329,0.15668185872912774,0.16787342006692257,0.17906498140471752,0.19025654274251225,0.2014481040803071
0.10379294804788826,0.11532549783098699,0.12685804761408567,0.1383905973971843,0.14992314718028305,0.16145569696338172,0.17298824674648042,0.18452079652957923,0.19605334631267782,0.20758589609577652
0.1069111407057251,0.1187901563396946,0.13066917197366404,0.14254818760763344,0.15442720324160294,0.16630621887557237,0.17818523450954185,0.1900642501435114,0.20194326577748076,0.2138222814114502
0.1099055129273666,0.12211723658596293,0.13432896024455918,0.14654068390315544,0.15875240756175177,0.17096413122034804,0.18317585487894433,0.19538757853754074,0.20759930219613693,0.2198110258547332
0.11283871517086574,0.12537635018985085,0.1379139852088359,0.15045162022782096,0.16298925524680608,0.17552689026579116,0.18806452528477624,0.20060216030376146,0.21313979532274643,0.2256774303417315
0.11599680418359162,0.12888533798176852,0.14177387177994533,0.15466240557812216,0.167550939376299,0.18043947317447587,0.19332800697265273,0.2062165407708297,0.2191050745690064,0.23199360836718325
0.11923412687179648,0.13248236319088502,0.1457305995099735,0.15897883582906197,0.17222707214815045,0.185475308467239,0.1987235447863275,0.21197178110541615,0.22522001742450448,0.23846825374359296
0.12257141905679553,0.13619046561866174,0.14980951218052788,0.16342855874239404,0.1770476053042602,0.19066665186612639,0.20428569842799257,0.21790474498985887,0.2315237915517249,0.24514283811359106
0.12600873870128873,0.14000970966809864,0.15401068063490844,0.1680116516017183,0.18201262256852815,0.196013593535338,0.21001456450214792,0.2240155354689579,0.2380165064357676,0.25201747740257746
0.1296414652320419,0.14404607248004658,0.1584506797280512,0.17285528697605587,0.1872598942240605,0.20166450147206516,0.21606910872006987,0.23047371596807464,0.24487832321607916,0.2592829304640838
0.13312514008187462,0.14791682231319406,0.1627085045445134,0.17750018677583282,0.1922918690071522,0.2070835512384716,0.22187523346979104,0.23666691570111056,0.25145859793242986,0.26625028016374924
0.13678332966607615,0.15198147740675128,0.16717962514742638,0.1823777728881015,0.19757592062877657,0.21277406836945173,0.22797221611012689,0.24317036385080212,0.25836851159147717,0.2735666593321523
0.14039519172274673,0.1559946574697186,0.17159412321669043,0.18719358896366228,0.20279305471063408,0.21839252045760596,0.23399198620457787,0.24959145195154983,0.2651909176985216,0.28079038344549345
0.14397558973559113,0.15997287748399017,0.17597016523238915,0.19196745298078818,0.20796474072918714,0.22396202847758614,0.2399593162259852,0.25595660397438436,0.2719538917227833,0.28795117947118226
0.14758872021460492,0.1639874669051166,0.18038621359562823,0.1967849602861399,0.2131837069766515,0.22958245366716315,0.24598120035767487,0.2623799470481866,0.2787786937386982,0.29517744042920985
0.15131526109956744,0.16812806788840826,0.18494087467724907,0.2017536814660899,0.21856648825493066,0.23537929504377147,0.25219210183261237,0.2690049086214533,0.28581771541029405,0.3026305221991349
0.15511547462548733,0.17235052736165257,0.1895855800978178,0.20682063283398308,0.22405568557014827,0.2412907383063135,0.25852579104247886,0.2757608437786442,0.29299589651480934,0.31023094925097466
0.15898908109668217,0.17665453455186908,0.19431998800705597,0.21198544146224288,0.2296508949174297,0.2473163483726166,0.2649818018278036,0.28264725528299056,0.3003127087381774,0.31797816219336433
0.16291911158315014,0.18102123509238907,0.19912335860162797,0.2172254821108669,0.2353276056201057,0.2534297291293446,0.2715318526385836,0.28963397614782255,0.3077360996570614,0.3258382231663003
0.16686083823334266,0.18540093137038074,0.20394102450741883,0.2224811176444569,0.24102121078149488,0.25956130391853294,0.27810139705557113,0.2966414901926092,0.31518158332964724,0.3337216764666853
0.1707721017416736,0.1897467797129707,0.20872145768426778,0.22769613565556482,0.2466708136268618,0.26564549159815887,0.284620169569456,0.3035948475407531,0.32256952551205015,0.3415442034833472
0.17467882484425573,0.19408758316028418,0.21349634147631263,0.232905099792341,0.25231385810836937,0.27172261642439777,0.2911313747404262,0.3105401330564547,0.32994889137248307,0.34935764968851146
0.17864767654118857,0.19849741837909846,0.2183471602170083,0.2381969020549181,0.25804664389282794,0.27789638573073777,0.29774612756864766,0.31759586940655754,0.3374456112444673,0.35729535308237714
0.18267857655703976,0.20297619617448867,0.22327381579193756,0.2435714354093864,0.2638690550268352,0.2841666746442841,0.304464294261733,0.3247619138791819,0.3450595334966307,0.3653571531140795
0.18679302726841598,0.2075478080760178,0.2283025888836196,0.24905736969122136,0.26981215049882307,0.29056693130642486,0.31132171211402665,0.3320764929216285,0.35283127372923023,0.37358605453683197
0.19099101365025895,0.21221223738917663,0.2334334611280943,0.2546546848670119,0.27587590860592953,0.2970971323448472,0.31831835608376485,0.3395395798226826,0.36076080356160023,0.3819820273005179
0.19531870898094134,0.21702078775660152,0.23872286653226166,0.26042494530792176,0.28212702408358187,0.30382910285924203,0.3255311816349022,0.3472332604105624,0.3689353391862225,0.39063741796188267
0.19968677901821896,0.22187419890913218,0.2440616188000454,0.26624903869095856,0.2884364585818717,0.31062387847278494,0.3328112983636982,0.3549987182546115,0.37718613814552465,0.3993735580364379
0.20400723948244864,0.22667471053605404,0.24934218158965943,0.2720096526432648,0.2946771236968701,0.31734459475047555,0.340012065804081,0.36267953685768645,0.3853470079112918,0.4080144789648973
0.20827465317884394,0.23141628130982658,0.25455790944080925,0.2776995375717919,0.3008411657027744,0.3239827938337571,0.3471244219647398,0.37026605009572255,0.39340767822670514,0.4165493063576879
0.21251925338817376,0.23613250376463749,0.25974575414110124,0.28335900451756496,0.3069722548940286,0.3305855052704924,0.35419875564695613,0.37781200602342,0.4014252563998837,0.4250385067763475
0.2167520492423285,0.24083561026925382,0.2649191712961792,0.2890027323231046,0.3130862933500298,0.3371698543769553,0.3612534154038806,0.38533697643080617,0.40942053745773144,0.433504098484657
0.2209321761297887,0.24548019569976515,0.2700282152697417,0.2945762348397182,0.31912425440969455,0.34367227397967115,0.3682202935496476,0.3927683131196243,0.4173163326896007,0.4418643522595774
0.22506835554765028,0.25007595060850024,0.27508354566935034,0.3000911407302003,0.3250987357910502,0.3501063308519003,0.3751139259127503,0.4001215209736005,0.4251291160344504,0.45013671109530057
0.22918195409588524,0.2546466156620946,0.28011127722830415,0.3055759387945136,0.3310406003607229,0.3565052619269324,0.38196992349314185,0.4074345850593515,0.4328992466255609,0.4583639081917705
0.233295525789783,0.25921725087753655,0.28513897596529025,0.31106070105304395,0.33698242614079743,0.3629041512285511,0.3888258763163048,0.4147476014040586,0.4406693264918122,0.466591051579566
0.2374355646363192,0.2638172940403546,0.2901990234443901,0.3165807528484256,0.3429624822524609,0.3693442116564963,0.3957259410605318,0.42210767046456743,0.44848939986860287,0.4748711292726384
0.24161673041870826,0.2684630337985647,0.29530933717842117,0.32215564055827767,0.349001943938134,0.37584824731799044,0.402694550697847,0.42954085407770354,0.45638715745756,0.48323346083741653
0.24580010705888328,0.2731112300654258,0.3004223530719684,0.32773347607851105,0.3550445990850535,0.3823557220915961,0.4096668450981387,0.43697796810468137,0.46428909111122396,0.49160021411776655
0.25005811660301536,0.2778423517811281,0.30562658695924094,0.3334108221373538,0.3611950573154665,0.38897929249357927,0.41676352767169217,0.444547762849805,0.4723319980279178,0.5001162332060307
0.2541070427532113,0.2823411586146791,0.3105752744761471,0.338809390337615,0.3670435061990828,0.39527762206055067,0.42351173792201874,0.45174585378348664,0.47997996964495454,0.5082140855064226
0.25803086903508127,0.2867009655945347,0.3153710621539882,0.34404115871344165,0.372711255272895,0.4013813518323484,0.43005144839180204,0.4587215449512555,0.48739164151070896,0.5160617380701625
